Image Name,Focus Score (Daugman),Defocus Metric,Occlusion Percentage,Occlusion Score,Pixel Ratio,Estimated Pixels,Occluded Pixels,Pixel Count Score,Sharpness,Focus Score,Motion Blur Angle,Motion Blur Strength,Motion Blur Metric,Blur Score,Off-Angle Metric,Usable Area,Gray Level Spread,Iris Size,Dilation Metric,Dilation Score,Interlacing Score,Illumination Score,Lighting Score,Quality Score 1,Quality Score 2
C14_S1_I13.tiff,40.41,3176044.0,100.08,0.87,0.94,14169.0,848.0,15017.0,21.41,0.75,135.0,284.0,262912.32,10.5,13.78,96.0,5.66,89.67,19.99,1.0,55.8,0.13,142.61,0.63,0.73
C236_S2_I15.tiff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C511_S1_I5.tiff,9.97,667831.0,100.04,0.96,0.96,4762.0,210.0,4972.0,14.08,0.21,135.0,282.0,266304.21,10.5,10.53,94.88,5.53,46.61,22.63,1.0,54.18,0.04,31.75,0.64,0.69
C312_S1_I11.tiff,34.53,2019824.0,100.04,0.88,0.87,12272.0,1824.0,14096.0,18.79,0.35,135.0,279.0,244278.47,7.5,4.92,74.79,5.46,74.17,50.21,1.0,53.21,0.12,92.4,0.66,0.72
C460_S2_I13.tiff,13.28,4914045.0,100.03,0.81,0.83,19228.0,3952.0,23180.0,16.1,0.25,135.0,278.0,261305.44,4.5,1.96,77.52,5.33,89.8,47.41,1.0,55.36,0.19,216.85,0.64,0.8
C405_S1_I1.tiff,25.9,1013096.0,96.48,0.97,0.93,3447.0,249.0,3696.0,13.91,0.27,135.0,290.0,275391.18,7.5,25.57,93.33,6.08,39.59,25.83,1.0,52.27,0.03,98.4,0.65,0.67
C165_S2_I13.tiff,6.99,2336056.0,100.04,0.85,0.73,13498.0,5088.0,18586.0,12.84,0.3,135.0,285.0,256935.7,10.5,4.43,76.89,5.7,88.29,48.07,0.99,51.67,0.15,117.77,0.64,0.7
C105_S2_I12.tiff,45.22,1848778.0,100.05,0.93,0.86,7031.0,1183.0,8214.0,17.58,0.5,45.0,285.0,273178.07,7.5,10.73,81.01,5.46,59.67,43.57,1.0,57.89,0.07,96.81,0.65,0.68
C163_S1_I8.tiff,34.92,1622815.0,100.11,0.94,0.9,6711.0,730.0,7441.0,17.71,0.13,135.0,262.0,269551.53,10.5,20.06,90.84,6.39,52.71,30.26,1.0,53.77,0.06,144.71,0.64,0.69
C484_S2_I6.tiff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C391_S1_I14.tiff,18.39,2667631.0,100.05,0.85,0.95,17347.0,908.0,18255.0,15.36,0.35,135.0,286.0,236244.28,7.5,12.08,93.72,5.63,84.68,25.05,1.0,53.39,0.15,167.04,0.64,0.75
C205_S1_I15.tiff,28.0,2371707.0,100.01,0.88,0.61,8569.0,5559.0,14128.0,14.84,0.32,45.0,289.0,311026.62,4.5,2.54,53.92,5.59,71.95,67.88,0.99,52.79,0.12,169.03,0.64,0.79
C325_S1_I13.tiff,4.9,3054903.0,100.04,0.82,0.77,16964.0,4932.0,21896.0,11.24,0.21,135.0,288.0,254093.1,7.5,5.49,75.38,5.48,93.95,49.62,0.99,51.58,0.18,147.79,0.64,0.71
C253_S2_I6.tiff,5.38,829977.0,100.06,0.96,0.77,3621.0,1091.0,4712.0,13.01,0.13,45.0,286.0,243951.19,13.5,6.92,78.51,5.68,45.0,46.36,0.99,55.31,0.04,47.35,0.65,0.69
C451_S2_I12.tiff,16.15,627991.0,100.07,0.91,0.7,7504.0,3261.0,10765.0,16.64,0.45,45.0,291.0,284844.85,10.5,4.73,59.74,5.44,64.32,63.45,0.99,56.05,0.09,47.05,0.64,0.78
C244_S2_I4.tiff,54.12,2839156.0,98.6,0.91,0.54,5683.0,4844.0,10527.0,19.56,0.53,45.0,279.0,282915.74,7.5,3.78,75.08,6.83,89.2,49.92,0.99,53.47,0.09,392.42,0.64,0.79
C173_S2_I4.tiff,6.27,925052.0,100.07,0.96,0.92,4940.0,426.0,5366.0,13.76,0.21,45.0,289.0,223286.96,7.5,10.76,91.2,5.48,44.26,29.66,1.0,54.02,0.04,38.63,0.65,0.67
C299_S1_I3.tiff,16.85,878438.0,95.49,0.96,0.21,892.0,3385.0,4277.0,15.26,0.42,135.0,279.0,295241.36,7.5,1.72,23.88,6.09,40.5,87.24,0.98,54.4,0.04,56.27,0.65,0.68
C286_S1_I9.tiff,51.33,1376662.0,100.04,0.95,0.85,4748.0,828.0,5576.0,24.09,0.4,135.0,283.0,306125.25,7.5,13.14,78.64,6.53,47.02,46.21,1.0,56.02,0.05,147.41,0.66,0.69
C320_S2_I10.tiff,14.12,2666481.0,99.83,0.9,0.89,10120.0,1291.0,11411.0,14.67,0.25,135.0,282.0,291497.62,13.5,7.76,89.83,6.13,65.64,31.89,1.0,55.21,0.1,217.54,0.64,0.74
C94_S2_I14.tiff,9.16,4117491.0,100.05,0.86,0.91,15371.0,1488.0,16859.0,14.51,0.23,135.0,287.0,295758.88,7.5,6.86,90.17,5.65,74.46,31.35,1.0,53.68,0.14,223.11,0.65,0.81
C319_S1_I5.tiff,5.78,952463.0,100.02,0.96,0.88,4345.0,611.0,4956.0,13.39,0.23,135.0,273.0,236221.1,13.5,7.55,89.19,6.0,44.73,32.88,1.0,52.09,0.04,57.29,0.65,0.68
C475_S1_I12.tiff,29.26,1680050.0,100.04,0.94,0.84,6062.0,1138.0,7200.0,20.78,0.3,135.0,280.0,273634.07,7.5,13.01,87.47,6.57,57.01,35.4,1.0,56.99,0.06,176.92,0.64,0.7
C465_S2_I12.tiff,6.99,1603896.0,100.06,0.93,0.56,4405.0,3530.0,7935.0,14.69,0.2,135.0,274.0,317246.8,13.5,5.23,35.15,6.18,56.17,80.53,0.99,54.12,0.07,128.99,0.64,0.79
C149_S2_I12.tiff,10.16,976343.0,100.05,0.92,0.88,8134.0,1068.0,9202.0,13.89,0.21,135.0,285.0,263842.7,7.5,9.41,87.16,5.48,61.15,35.84,1.0,53.18,0.08,52.62,0.64,0.8
C500_S1_I3.tiff,6.2,844506.0,100.07,0.97,1.0,4071.0,17.0,4088.0,11.89,0.38,45.0,275.0,245594.49,10.5,44.98,99.63,5.29,41.27,6.08,1.0,52.22,0.03,35.77,0.66,0.68
C375_S1_I7.tiff,6.34,1263873.0,100.09,0.93,0.92,8306.0,678.0,8984.0,13.68,0.39,45.0,282.0,250172.23,10.5,4.24,92.49,5.48,55.88,27.4,1.0,53.44,0.07,57.6,0.64,0.76
C366_S2_I3.tiff,3.98,365485.0,98.25,0.97,0.79,3166.0,824.0,3990.0,10.85,0.26,45.0,291.0,246509.04,13.5,1.89,49.45,5.53,41.12,71.1,0.99,50.87,0.03,24.28,0.64,0.72
C364_S2_I6.tiff,82.09,1518837.0,100.0,0.95,0.9,4969.0,539.0,5508.0,19.63,0.67,45.0,284.0,256105.51,7.5,16.8,91.35,5.55,48.58,29.42,1.0,54.33,0.05,105.46,0.64,0.67
C16_S1_I11.tiff,43.66,1403023.0,99.98,0.9,0.7,7977.0,3449.0,11426.0,21.82,0.53,45.0,278.0,301295.42,19.5,5.7,71.5,5.83,73.28,53.39,0.99,55.75,0.1,96.9,0.65,0.78
C152_S2_I12.tiff,58.62,3145668.0,100.08,0.9,0.87,9995.0,1528.0,11523.0,22.7,0.38,135.0,282.0,292211.33,10.5,10.94,87.37,6.14,64.21,35.54,1.0,59.91,0.1,351.6,0.63,0.72
C143_S1_I2.tiff,3.84,724922.0,100.16,0.95,0.4,2514.0,3795.0,6309.0,12.45,0.35,135.0,281.0,245517.35,13.5,3.12,61.07,5.72,60.25,62.4,0.98,52.5,0.05,35.75,0.64,0.71
C364_S2_I10.tiff,78.88,2641122.0,100.01,0.92,0.88,8560.0,1115.0,9675.0,19.31,0.85,135.0,292.0,281123.8,4.5,14.0,92.64,5.65,71.98,27.13,1.0,55.72,0.08,234.3,0.63,0.71
C215_S1_I4.tiff,14.17,1026340.0,100.04,0.96,0.93,4556.0,318.0,4874.0,14.46,0.27,45.0,282.0,297690.46,16.5,12.85,93.23,5.85,42.69,26.01,1.0,52.6,0.04,56.92,0.64,0.67
C471_S1_I2.tiff,6.5,223490.0,100.07,0.97,0.57,2363.0,1777.0,4140.0,13.07,0.19,135.0,291.0,234641.63,22.5,4.31,44.46,4.92,39.49,74.53,0.98,52.66,0.03,12.98,0.64,0.68
C70_S1_I13.tiff,26.16,5187575.0,99.92,0.84,0.88,16957.0,2393.0,19350.0,16.11,0.44,135.0,280.0,307847.99,7.5,7.44,91.98,6.0,106.96,28.32,1.0,53.63,0.16,496.49,0.66,0.69
C298_S1_I5.tiff,20.09,271322.0,100.09,0.96,0.82,3826.0,856.0,4682.0,19.21,0.26,135.0,283.0,241146.34,13.5,12.74,78.87,5.0,46.39,45.97,0.99,56.97,0.04,17.66,0.66,0.66
C379_S2_I14.tiff,13.66,1187001.0,100.04,0.86,0.8,13396.0,3329.0,16725.0,15.48,0.49,135.0,286.0,282158.29,10.5,5.41,76.71,5.38,78.81,48.25,0.99,55.23,0.14,69.51,0.64,0.77
C335_S1_I6.tiff,10.39,962906.0,100.05,0.95,0.94,5177.0,348.0,5525.0,15.1,0.44,135.0,276.0,245813.87,13.5,8.39,94.24,5.38,48.87,24.01,1.0,55.19,0.05,42.99,0.65,0.68
C344_S1_I9.tiff,59.69,1677128.0,98.63,0.95,0.63,3850.0,2299.0,6149.0,21.71,0.31,135.0,286.0,271132.95,10.5,9.89,53.03,5.96,48.62,68.53,0.99,55.43,0.05,124.56,0.64,0.69
C304_S1_I6.tiff,18.09,1303269.0,100.0,0.96,0.62,3331.0,2015.0,5346.0,16.92,0.13,135.0,272.0,252760.86,7.5,8.17,44.35,6.61,45.15,74.6,0.99,56.41,0.04,142.91,0.64,0.66
C54_S1_I14.tiff,11.29,232586.0,100.6,0.99,0.61,1026.0,643.0,1669.0,16.02,0.2,135.0,289.0,226502.36,10.5,7.94,45.28,5.4,26.64,73.97,0.99,54.38,0.01,8.49,0.66,0.68
C75_S1_I15.tiff,86.71,2790761.0,86.97,0.82,0.93,19904.0,1547.0,21451.0,20.29,2.04,135.0,290.0,321052.76,4.5,10.44,88.21,5.46,83.47,34.33,1.0,56.81,0.18,270.15,0.63,0.77
C150_S1_I6.tiff,29.89,1027332.0,100.09,0.96,0.73,3200.0,1208.0,4408.0,17.89,0.13,45.0,277.0,295178.35,7.5,12.38,53.91,6.41,40.91,67.89,0.99,53.03,0.04,92.26,0.64,0.66
C133_S1_I1.tiff,4.71,346516.0,100.07,0.97,0.97,3923.0,110.0,4033.0,11.3,0.23,135.0,294.0,251068.13,7.5,12.16,97.2,5.45,40.82,16.75,1.0,50.61,0.03,23.2,0.65,0.67
C1_S2_I11.tiff,18.21,1405441.0,100.02,0.91,0.68,7550.0,3518.0,11068.0,16.74,0.35,135.0,276.0,248885.71,13.5,2.16,61.33,5.43,66.61,62.18,0.99,55.67,0.09,76.87,0.64,0.75
C32_S1_I12.tiff,50.51,3485005.0,100.08,0.89,0.94,12236.0,838.0,13074.0,22.37,0.29,45.0,279.0,329189.28,7.5,16.99,91.87,6.87,69.02,28.51,1.0,54.73,0.11,744.56,0.69,0.68
C366_S1_I4.tiff,10.22,1134229.0,100.04,0.95,0.91,5003.0,490.0,5493.0,13.39,0.14,135.0,290.0,273993.34,10.5,9.14,90.56,5.73,47.88,30.72,1.0,53.63,0.05,50.73,0.64,0.66
C207_S1_I1.tiff,9.38,862086.0,100.05,0.97,0.91,3389.0,338.0,3727.0,14.17,0.19,45.0,281.0,268656.09,10.5,27.21,92.95,6.52,41.27,26.55,1.0,53.86,0.03,78.18,0.65,0.68
C494_S1_I9.tiff,12.91,1278661.0,100.08,0.94,0.65,4962.0,2638.0,7600.0,14.36,0.19,135.0,280.0,278203.87,13.5,2.62,35.54,6.17,57.19,80.29,0.99,52.62,0.06,100.4,0.65,0.66
C260_S2_I14.tiff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C278_S1_I7.tiff,21.98,937783.0,100.09,0.94,0.67,5213.0,2523.0,7736.0,15.49,0.54,45.0,270.0,259744.97,7.5,1.13,51.29,5.42,52.65,69.79,0.99,54.66,0.06,43.22,0.65,0.82
C185_S2_I3.tiff,11.93,707158.0,98.91,0.97,0.35,1385.0,2542.0,3927.0,14.72,0.21,45.0,285.0,245244.04,13.5,4.88,28.22,5.79,39.86,84.72,0.98,53.84,0.03,28.73,0.64,0.68
C6_S1_I9.tiff,38.23,1195550.0,100.07,0.94,0.94,6334.0,411.0,6745.0,20.68,0.45,45.0,288.0,263421.18,7.5,16.9,90.29,6.11,51.37,31.16,1.0,57.13,0.06,89.58,0.65,0.74
C391_S2_I12.tiff,48.21,2072287.0,100.17,0.93,0.94,7747.0,461.0,8208.0,21.34,0.32,135.0,273.0,268502.29,7.5,23.51,96.21,6.51,69.14,19.47,1.0,55.75,0.07,233.06,0.63,0.67
C336_S1_I10.tiff,36.7,2909942.0,100.02,0.9,0.9,11224.0,1254.0,12478.0,21.91,0.52,135.0,289.0,265118.72,7.5,6.08,91.35,6.32,73.43,29.41,1.0,58.13,0.1,276.18,0.64,0.69
C355_S1_I5.tiff,6.38,915599.0,84.48,0.95,0.73,4737.0,1720.0,6457.0,12.97,0.34,135.0,277.0,271689.35,13.5,4.02,53.49,5.98,46.67,68.19,0.99,51.95,0.05,57.98,0.64,0.75
C87_S1_I4.tiff,7.05,843180.0,100.12,0.95,0.95,5404.0,309.0,5713.0,13.57,0.15,135.0,294.0,260593.01,16.5,7.74,93.82,5.49,48.69,24.86,1.0,52.61,0.05,34.7,0.64,0.76
C185_S2_I12.tiff,63.31,2486180.0,100.05,0.9,0.91,10385.0,1068.0,11453.0,26.29,0.63,135.0,278.0,296488.31,10.5,8.35,88.43,6.22,63.77,34.01,1.0,56.21,0.1,190.73,0.63,0.81
C240_S1_I11.tiff,61.81,3719096.0,100.03,0.87,0.79,11932.0,3219.0,15151.0,20.38,0.69,135.0,283.0,298541.01,10.5,4.9,64.13,5.57,73.09,59.89,1.0,55.63,0.13,186.29,0.64,0.75
C484_S1_I15.tiff,15.93,3314080.0,100.04,0.8,0.94,22707.0,1453.0,24160.0,14.64,0.38,135.0,282.0,295244.85,7.5,9.82,93.81,5.4,90.92,24.88,1.0,53.25,0.2,148.4,0.66,0.8
C172_S2_I10.tiff,10.49,3372440.0,100.06,0.89,0.94,12094.0,728.0,12822.0,14.89,0.19,135.0,285.0,293844.58,7.5,10.27,94.85,6.16,68.13,22.69,1.0,54.73,0.11,332.99,0.64,0.77
C61_S1_I6.tiff,12.94,688971.0,100.04,0.96,0.9,4833.0,557.0,5390.0,16.39,0.43,45.0,271.0,257038.83,13.5,11.77,88.47,5.57,45.19,33.96,1.0,55.57,0.04,32.61,0.63,0.69
C379_S2_I6.tiff,7.89,744340.0,100.09,0.96,0.73,3254.0,1230.0,4484.0,14.21,0.18,45.0,286.0,244171.97,13.5,5.18,62.61,5.73,42.36,61.15,0.99,53.96,0.04,35.32,0.64,0.66
C235_S1_I7.tiff,76.25,2671114.0,79.33,0.92,0.6,5570.0,3778.0,9348.0,18.64,0.53,135.0,287.0,307846.68,10.5,6.52,26.23,6.13,51.39,85.89,0.99,55.0,0.08,290.73,0.65,0.74
C243_S2_I10.tiff,48.16,3283135.0,91.51,0.9,0.7,8330.0,3562.0,11892.0,18.63,0.44,45.0,258.0,280953.44,16.5,3.83,63.1,6.02,68.11,60.75,0.99,57.93,0.1,248.13,0.65,0.77
C250_S1_I15.tiff,12.41,2602702.0,100.06,0.87,0.77,11770.0,3522.0,15292.0,14.87,0.43,135.0,276.0,297944.68,10.5,4.17,67.72,6.13,77.67,56.82,0.99,52.03,0.13,179.19,0.65,0.72
C127_S1_I4.tiff,3.35,1243840.0,100.05,0.95,0.92,5266.0,455.0,5721.0,11.72,0.24,135.0,283.0,253403.71,4.5,11.78,93.39,5.86,47.81,25.71,1.0,50.37,0.05,73.2,0.64,0.69
C210_S1_I5.tiff,87.46,1167656.0,99.28,0.96,0.79,4039.0,1089.0,5128.0,29.27,0.92,135.0,276.0,247777.54,7.5,14.33,75.98,5.81,45.33,49.01,1.0,59.68,0.04,66.67,0.64,0.77
C296_S1_I14.tiff,77.06,3983144.0,100.08,0.82,0.71,14920.0,6227.0,21147.0,21.56,0.71,45.0,289.0,302082.19,13.5,5.63,61.82,5.75,90.54,61.79,0.99,53.31,0.18,226.0,0.66,0.71
C168_S1_I14.tiff,21.68,2485553.0,100.03,0.85,0.74,13563.0,4824.0,18387.0,16.06,0.52,135.0,289.0,265161.85,13.5,3.33,69.78,5.81,90.27,54.97,0.99,53.3,0.15,147.42,0.65,0.78
C190_S2_I12.tiff,16.55,1593782.0,100.05,0.91,0.46,5231.0,6140.0,11371.0,16.09,0.2,135.0,288.0,255205.93,10.5,4.56,41.32,5.3,63.46,76.6,0.98,52.57,0.09,76.96,0.63,0.83
C469_S1_I11.tiff,15.71,2789375.0,100.02,0.89,0.82,10495.0,2244.0,12739.0,15.91,0.31,135.0,280.0,265696.85,7.5,8.67,80.18,5.79,70.22,44.52,1.0,56.1,0.11,172.55,0.64,0.78
C233_S1_I6.tiff,8.34,1137094.0,100.0,0.96,0.95,4607.0,221.0,4828.0,14.6,0.21,135.0,277.0,255691.43,10.5,26.63,94.39,5.79,45.17,23.69,1.0,53.58,0.04,62.36,0.65,0.68
C451_S1_I11.tiff,18.79,611996.0,100.08,0.9,0.65,7810.0,4272.0,12082.0,16.27,0.43,45.0,287.0,276960.69,7.5,2.6,58.65,5.21,67.34,64.3,0.98,55.47,0.1,43.9,0.63,0.82
C107_S2_I4.tiff,6.24,1014923.0,100.0,0.95,0.86,4870.0,764.0,5634.0,13.12,0.18,45.0,282.0,245415.3,7.5,7.17,85.62,5.51,45.14,37.91,1.0,52.77,0.05,43.55,0.64,0.69
C44_S1_I14.tiff,35.68,2435195.0,100.06,0.87,0.81,12586.0,2970.0,15556.0,19.48,0.41,45.0,295.0,284312.13,13.5,8.19,79.94,5.62,82.58,44.79,0.99,54.39,0.13,118.28,0.63,0.78
C332_S1_I10.tiff,38.03,2326557.0,100.06,0.91,0.83,8682.0,1781.0,10463.0,20.24,0.37,135.0,269.0,308383.01,7.5,4.55,83.9,6.2,68.81,40.12,1.0,54.58,0.09,186.58,0.64,0.71
C17_S2_I5.tiff,12.33,944435.0,100.16,0.94,0.63,4400.0,2622.0,7022.0,16.22,0.19,135.0,283.0,289872.5,16.5,2.56,46.54,5.64,49.51,73.12,0.99,54.24,0.06,46.2,0.63,0.71
C387_S1_I5.tiff,5.33,1151988.0,100.13,0.95,0.91,5536.0,569.0,6105.0,13.03,0.37,135.0,273.0,274278.38,7.5,8.15,89.73,6.07,45.49,32.05,1.0,52.29,0.05,70.03,0.64,0.72
C466_S2_I3.tiff,3.35,388527.0,100.06,0.97,0.82,2942.0,643.0,3585.0,10.66,0.35,45.0,272.0,248721.45,13.5,4.19,90.88,5.41,37.03,30.2,0.99,51.6,0.03,17.98,0.64,0.73
C111_S1_I2.tiff,7.58,846381.0,100.03,0.97,0.92,3395.0,304.0,3699.0,13.09,0.23,135.0,263.0,291147.46,7.5,11.54,92.59,6.15,38.06,27.22,1.0,52.59,0.03,62.44,0.66,0.68
C365_S2_I7.tiff,9.12,1173208.0,100.05,0.94,0.87,6437.0,944.0,7381.0,14.0,0.3,45.0,284.0,257919.67,16.5,8.97,88.46,5.57,54.83,33.97,1.0,55.86,0.06,48.37,0.64,0.71
C110_S1_I11.tiff,37.47,1950160.0,100.08,0.91,0.93,9680.0,746.0,10426.0,22.37,0.34,45.0,290.0,282713.42,7.5,10.69,92.58,5.59,61.72,27.23,1.0,56.54,0.09,95.05,0.67,0.79
C32_S1_I8.tiff,25.81,1608751.0,100.06,0.93,0.89,8010.0,948.0,8958.0,19.36,0.43,45.0,273.0,245965.18,7.5,15.11,87.99,5.71,57.09,34.65,1.0,57.07,0.07,86.34,0.64,0.71
C305_S1_I7.tiff,60.98,2054836.0,100.07,0.94,0.88,6497.0,902.0,7399.0,23.89,0.68,135.0,288.0,276446.63,7.5,11.42,89.09,5.75,59.41,33.03,1.0,57.52,0.06,213.06,0.66,0.76
C431_S1_I1.tiff,0.28,8274.0,100.05,0.97,0.51,2070.0,1982.0,4052.0,7.9,0.31,135.0,279.0,157311.04,19.5,0.0,36.29,4.08,39.71,79.82,0.95,47.74,0.03,2.56,0.63,0.7
C495_S2_I1.tiff,9.48,1484310.0,99.43,0.95,0.5,3148.0,3167.0,6315.0,13.75,0.15,135.0,287.0,275871.54,10.5,4.49,67.22,6.53,61.03,57.26,0.99,52.39,0.05,186.69,0.64,0.66
C394_S1_I9.tiff,41.73,1584820.0,100.06,0.93,0.94,7404.0,504.0,7908.0,20.73,0.37,135.0,288.0,273455.8,10.5,25.03,94.1,5.83,55.32,24.28,1.0,55.9,0.07,91.46,0.64,0.77
C96_S2_I8.tiff,13.1,2263813.0,100.03,0.92,0.9,8768.0,925.0,9693.0,15.64,0.26,45.0,285.0,263721.86,13.5,4.52,87.19,5.89,59.31,35.79,1.0,54.63,0.08,137.99,0.63,0.78
C434_S1_I12.tiff,9.23,1725400.0,100.09,0.91,0.88,9151.0,1219.0,10370.0,14.54,0.37,135.0,275.0,293240.34,19.5,7.87,90.24,6.15,70.66,31.24,1.0,55.96,0.09,99.91,0.65,0.7
C241_S1_I11.tiff,52.39,2018941.0,100.06,0.92,0.51,4924.0,4800.0,9724.0,23.02,0.51,45.0,289.0,298026.23,7.5,4.72,28.01,6.1,63.44,84.85,0.99,58.08,0.08,154.93,0.65,0.82
C201_S1_I4.tiff,21.21,803039.0,100.05,0.96,0.93,4081.0,292.0,4373.0,15.78,0.39,45.0,292.0,239457.89,10.5,13.41,92.81,5.51,42.41,26.82,1.0,54.24,0.04,36.1,0.65,0.71
C371_S1_I11.tiff,57.23,2752032.0,100.05,0.89,0.86,11113.0,1829.0,12942.0,26.99,0.51,45.0,290.0,302850.86,7.5,9.74,83.87,5.99,68.47,40.16,1.0,58.47,0.11,200.16,0.65,0.76
C505_S1_I2.tiff,3.34,738429.0,100.08,0.97,0.84,3358.0,620.0,3978.0,12.85,0.4,135.0,292.0,256274.17,7.5,5.54,83.9,5.52,39.98,40.13,1.0,51.0,0.03,31.87,0.65,0.67
C380_S1_I2.tiff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C445_S2_I3.tiff,18.83,775617.0,100.06,0.97,0.8,2699.0,668.0,3367.0,15.78,0.16,45.0,281.0,254587.79,7.5,19.68,87.6,6.18,35.95,35.21,1.0,54.63,0.03,53.21,0.66,0.76
C202_S1_I12.tiff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C419_S1_I11.tiff,30.29,1620461.0,100.07,0.9,0.71,8704.0,3486.0,12190.0,19.54,0.42,45.0,288.0,286796.31,10.5,4.61,54.66,5.63,64.84,67.34,0.99,55.81,0.1,77.49,0.64,0.72
C48_S1_I3.tiff,9.45,1030827.0,100.11,0.96,0.41,1824.0,2670.0,4494.0,12.56,0.07,135.0,287.0,257955.6,10.5,2.21,70.59,6.69,59.62,54.23,0.99,50.2,0.04,94.61,0.64,0.72
C311_S1_I15.tiff,6.82,1339482.0,100.02,0.81,0.73,16524.0,6039.0,22563.0,12.15,0.21,135.0,281.0,260105.82,7.5,4.94,62.69,5.21,96.05,61.08,0.99,49.81,0.19,115.05,0.64,0.75
C72_S1_I5.tiff,16.14,953067.0,100.06,0.96,0.43,2197.0,2959.0,5156.0,16.62,0.16,135.0,285.0,258526.98,10.5,2.65,15.49,5.6,43.85,91.93,0.98,55.3,0.04,41.75,0.65,0.67
C402_S1_I3.tiff,33.43,1959405.0,97.87,0.94,0.82,6171.0,1332.0,7503.0,15.1,0.66,135.0,277.0,272349.68,10.5,6.33,83.22,6.4,73.25,40.97,1.0,53.56,0.06,238.15,0.65,0.68
C151_S1_I7.tiff,52.84,1515642.0,100.02,0.95,0.9,5543.0,628.0,6171.0,20.9,0.65,45.0,277.0,283127.32,4.5,21.44,92.95,6.52,54.02,26.55,1.0,55.92,0.05,166.0,0.64,0.66
C176_S1_I6.tiff,71.45,2108934.0,86.02,0.94,0.53,3730.0,3338.0,7068.0,19.26,0.47,45.0,287.0,310214.46,10.5,5.64,49.18,6.35,62.1,71.29,0.99,55.97,0.06,186.05,0.64,0.68
C377_S1_I15.tiff,6.0,849171.0,100.03,0.78,0.81,21450.0,4978.0,26428.0,11.28,0.31,135.0,291.0,301158.85,13.5,5.03,75.38,4.66,99.19,49.62,0.99,50.22,0.22,76.53,0.64,0.76
C422_S1_I8.tiff,8.95,1280223.0,100.06,0.94,0.9,6222.0,662.0,6884.0,13.58,0.24,135.0,285.0,260040.03,7.5,5.7,89.88,5.95,50.63,31.81,1.0,52.27,0.06,80.43,0.65,0.73
C498_S1_I14.tiff,12.3,4974511.0,100.04,0.83,0.94,19714.0,1251.0,20965.0,13.72,0.45,135.0,273.0,273446.43,7.5,6.57,94.76,5.83,89.4,22.9,1.0,51.98,0.17,343.92,0.64,0.73
C270_S1_I3.tiff,5.0,805436.0,100.19,0.97,0.92,3427.0,283.0,3710.0,12.73,0.3,135.0,278.0,264809.23,16.5,11.02,93.43,5.85,39.45,25.63,1.0,52.7,0.03,40.51,0.65,0.78
C405_S1_I8.tiff,40.3,1662896.0,100.08,0.95,0.88,5431.0,764.0,6195.0,16.26,0.38,45.0,274.0,285390.33,7.5,18.0,90.19,6.14,51.67,31.32,1.0,55.14,0.05,156.8,0.64,0.7
C34_S1_I6.tiff,54.07,884489.0,100.05,0.96,0.96,4212.0,179.0,4391.0,23.28,0.4,45.0,290.0,304801.45,7.5,26.17,94.11,6.23,43.17,24.28,1.0,57.55,0.04,69.94,0.64,0.73
C155_S1_I12.tiff,14.16,645894.0,99.66,0.89,0.81,11212.0,2565.0,13777.0,13.04,0.41,135.0,282.0,274170.99,7.5,4.46,69.57,4.99,72.82,55.16,0.99,51.65,0.11,66.37,0.63,0.73
C257_S1_I1.tiff,49.96,619233.0,83.41,0.96,0.92,3968.0,348.0,4316.0,16.29,0.82,45.0,287.0,260902.73,10.5,30.99,96.62,5.69,41.6,18.38,1.0,55.25,0.04,33.81,0.65,0.72
C490_S1_I10.tiff,19.33,2616722.0,100.04,0.88,0.89,12259.0,1566.0,13825.0,16.81,0.47,135.0,289.0,282003.48,7.5,5.45,89.96,5.55,71.91,31.69,1.0,55.49,0.12,115.4,0.64,0.74
C11_S1_I15.tiff,32.52,812834.0,100.03,0.85,0.84,15138.0,2867.0,18005.0,18.19,0.58,45.0,283.0,264769.31,13.5,7.34,80.92,5.13,85.32,43.68,0.99,53.84,0.15,69.55,0.64,0.74
C86_S2_I12.tiff,73.8,2677785.0,100.05,0.89,0.86,11394.0,1832.0,13226.0,19.01,0.38,45.0,284.0,268186.18,7.5,9.05,86.56,5.68,75.32,36.66,1.0,56.39,0.11,153.95,0.64,0.74
